dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_1822w
68,4.395872887990865
206,3.9061312011039684
273,4.099999999994925
183,4.400059405702785
150,4.400036430779072
126,3.900000174525755
127,4.100000000486318
131,3.9000000002386885
118,4.0958056085324115
180,3.706170380809804
213,3.100000007395786
99,4.099999991232839
79,3.399992630464432
117,4.099999662399623
145,3.9016940957456216
116,3.9000831247325687
200,4.099999999656131
22,4.0957609508410995
125,3.700000241003605
172,3.1000001186704673
195,4.599983426269852
216,4.000043784707574
210,3.900000020099844
181,4.0
164,3.900000000010355
129,4.0
253,3.9007081265440777
87,4.10304087720048
111,3.9000000805598347
208,3.900099439076703
197,4.0999770248349074
133,3.9000000021378063
189,4.099999995376552
186,4.0
175,4.599999512854869
174,4.0
139,4.40000081911202
218,4.099686851338338
121,3.9001266850573533
130,3.9000000000037454
168,3.706550791352238
151,3.9000257454583824
147,4.099999842706087
207,4.1018660804243305
201,3.700198906788398
278,4.099852275428086
288,3.912656162677398
209,3.900000917741414
141,4.099999934188115
224,4.198439061060575
153,3.7000225331777767
225,4.400054481602512
162,4.599995710494062
144,4.399996251637716
284,4.0
81,3.9000000000431703
173,4.599999998604584
122,4.0
282,4.400219520065944
179,3.900000907692298
219,4.099999960954308
137,4.096812706064157
220,3.3999862365503426
187,3.9000000000050106
265,4.098945529650416
221,4.099910800116142
276,4.099991718518875
136,4.0
120,3.9004438360162865
214,3.900000887339467
287,4.100000000000172
190,4.099999999999909
155,2.9
279,4.197482937816947
171,4.099999893148176
184,4.0999999837137
182,3.899999999999811
123,3.9000000085968693
289,3.9
228,3.19836521917129
185,4.099999999999064
149,3.900057261922338
229,3.900000124927452
274,4.099999998664137
124,3.9000000000000785
148,3.700000000584981
132,3.900000000442245
128,3.1000000000153656
227,4.4000002111629914
226,4.099999716123446
177,3.9000000000027617
223,3.900000000001987
292,3.899999999999659
286,4.100000000026028
230,4.198197429299481
215,4.400004620840511
241,4.400048564039542
281,4.099999999999179
