# 节点数  边数   ,23941  234789
10118,17686
10118,6914
10118,20997
10118,2895
10118,8080
10118,14061
10118,17562
10118,15241
10118,7316
10118,5892
10118,22967
10118,19037
10118,14183
10118,14560
10118,11014
10118,17565
10118,7668
10118,6667
10118,4849
10118,11432
10118,12822
10118,15190
10118,13029
10118,8487
10118,18867
10118,15663
10118,15165
10118,14562
10118,5980
10118,3752
10118,21477
10118,20628
10118,19981
10118,7169
10118,16540
10118,6084
10118,14357
10118,20511
10118,5807
10118,14209
10118,7596
10118,13128
10118,20074
10118,2196
10118,11002
10118,17104
10118,21283
10118,11899
10118,15315
10118,723
10118,18374
10118,699
10118,5188
10118,21241
10118,10706
10118,18304
10118,10503
10118,18620
10118,14064
10118,10472
10118,21159
10118,21482
10118,21745
10118,8293
10118,1560
10118,21682
10118,15961
10118,22702
10118,5643
10118,3729
10118,20647
10118,17462
10118,20509
10118,23781
10118,10909
10118,6879
10118,3258
10118,13130
10118,11596
10118,18822
10118,22707
10118,15622
10118,14013
10118,19679
10118,17592
10118,805
10118,14296
10118,11527
10118,14182
10118,17185
10118,10105
10118,17602
10118,2990
10118,7984
10118,21919
10118,13519
10118,19149
10118,7486
10118,19363
10118,5884
10118,17437
10118,19262
10118,13038
10118,1970
10118,17740
10118,17749
10118,11277
10118,20264
10118,11397
10118,19482
10118,14113
10118,10182
10118,13350
10118,564
10118,2526
10118,6535
10118,15084
10118,19520
10118,14682
10118,19171
10118,15777
10118,23663
10118,18698
10118,6919
10118,19277
10118,21325
10118,21210
10118,21643
10118,21150
10118,14530
10118,6845
10118,16881
10118,20368
10118,20737
10118,8837
10118,17856
10118,6653
10118,13897
10118,16607
10118,14065
10118,5120
10118,10843
10118,3881
10118,18338
10118,14140
10118,9625
10118,19039
10118,10806
10118,7189
10118,2947
10118,7743
10118,9240
10118,14022
10118,14647
10118,21388
10118,6898
10118,15391
10118,14008
10118,22263
10118,21747
10118,23715
10118,4196
10118,13993
10118,23909
10118,2256
10118,13060
10118,6763
10118,3644
10118,19519
10118,7194
10118,20974
10118,15812
10118,22904
10118,14041
10118,22057
10118,16102
10118,23281
10118,19406
10118,8165
10118,10560
10118,15565
10118,15102
10118,1565
10118,3998
10118,13140
10118,6787
10118,11530
10118,23610
10118,12479
10118,9740
10118,13682
10118,17841
10118,10842
10118,13090
10118,16714
10118,22200
10118,15514
10118,975
10118,5305
10118,14181
10118,13365
10118,12234
10118,22124
10118,5162
10118,19300
10118,10275
10118,13462
10118,4243
10118,9043
10118,6645
10118,20401
10118,20130
10118,3341
10118,2682
10118,13257
10118,637
10118,15322
10118,19850
10118,14620
10118,18556
10118,7452
10118,14012
10118,13936
10118,17545
10118,23026
10118,9755
10118,673
10118,23555
10118,16401
10118,21104
10118,15824
10118,12932
10118,10192
10118,12966
10118,13359
10118,13835
10118,4855
10118,12150
10118,18586
10118,7866
10118,13508
10118,13687
10118,22587
10118,14660
10118,16106
10118,18830
10118,19877
10118,5062
10118,10873
10118,23016
10118,7462
10118,22925
10118,9651
10118,9117
10118,20086
10118,13418
10118,15068
10118,13022
10118,13006
10118,13278
10118,2197
10118,4136
10118,20682
10118,20952
10118,2984
10118,9849
10118,2660
10118,12639
10118,21304
10118,11669
10118,13969
10118,2067
10118,15575
10118,13083
10118,14596
10118,5558
10118,18615
10118,19138
10118,2835
10118,12264
10118,1055
10118,14137
10118,20677
10118,14902
10118,13414
10118,6916
10118,4825
10118,15495
10118,19246
10118,13834
10118,21227
10118,23826
10118,14676
10118,19533
10118,15763
10118,10552
10118,22095
10118,12733
10118,15706
10118,2900
10118,22122
10118,15491
10118,11301
10118,8178
10118,21326
10118,8557
10118,19858
10118,7516
10118,22185
10118,11174
10118,10664
10118,11470
10118,14983
10118,7600
10118,9018
10118,21057
10118,20717
10118,18383
10118,1573
10118,12471
10118,18909
10118,8654
10118,18260
10118,7473
10118,4308
10118,16905
10118,8046
10118,17852
10118,1177
10118,15561
10118,7800
10118,19218
10118,15411
10118,4823
10118,23083
10118,2491
10118,5326
10118,667
10118,4371
10118,12710
10118,15377
10118,7216
10118,19475
10118,3918
10118,17679
10118,2709
10118,12603
10118,12000
10118,7056
10118,13124
10118,18024
10118,7383
10118,15285
10118,12878
10118,12808
10118,10882
10118,19659
10118,15608
10118,7042
10118,20687
10118,13860
10118,14907
10118,7380
10118,10525
10118,16323
10118,23406
10118,4160
10118,18205
10118,5716
10118,12087
10118,18157
10118,7197
10118,2854
10118,2151
10118,22500
10118,17453
10118,4375
10118,17376
10118,12193
10118,8779
10118,8110
10118,19644
10118,12044
10118,15321
10118,9416
10118,13451
10118,11864
10118,12682
10118,18572
10118,7936
10118,13885
10118,590
10118,6522
10118,9565
10118,19780
10118,9699
10118,2789
10118,15393
10118,19843
10118,21577
10118,18133
10118,12867
10118,10722
10118,1325
10118,23482
10118,19531
10118,7444
10118,15721
10118,3514
10118,17724
10118,6453
10118,17663
10118,20356
10118,9732
10118,6749
10118,12068
10118,3836
10118,2642
10118,14979
10118,17963
10118,3996
10118,12534
10118,9342
10118,11589
10118,11111
10118,20984
10118,6698
10118,3192
10118,19506
10118,1058
10118,5541
10118,19261
10118,8189
10118,1909
10118,19629
10118,15223
10118,12792
10118,21686
10118,10549
10118,8828
10118,6470
10118,12780
10118,9553
10118,9978
10118,18132
10118,6991
10118,14958
10118,7613
10118,11666
10118,14849
10118,19287
10118,2177
10118,18629
10118,15776
10118,18688
10118,18155
10118,16299
10118,14352
10118,17090
10118,15801
10118,20713
10118,23920
10118,12423
10118,17684
10118,23579
10118,21034
10118,3380
10118,5838
10118,22951
10118,22568
10118,16532
10118,18540
10118,3825
10118,12687
10118,20809
10118,7282
10118,13333
10118,7787
10118,23180
10118,14242
10118,1947
10118,8848
10118,12776
10118,15639
10118,7651
10118,5631
10118,21365
10118,7122
10118,1323
10118,2357
10118,10074
10118,13260
10118,16229
10118,14633
10118,5272
10118,23919
10118,22013
10118,16320
10118,17107
10118,11940
10118,15090
10118,9794
10118,16306
10118,18389
10118,1758
10118,19440
10118,6282
10118,163
10118,9102
10118,19429
10118,17594
10118,19013
10118,6070
10118,6011
10118,18227
10118,23657
10118,22877
10118,11437
10118,13577
10118,15713
10118,22413
10118,12658
10118,15743
10118,1361
10118,16661
10118,15603
10118,10309
10118,17491
10118,19790
10118,13659
10118,19118
10118,8224
10118,12689
10118,8910
10118,2921
10118,10103
10118,18073
10118,14753
10118,11521
10118,18875
10118,7397
10118,12258
10118,2535
10118,18100
10118,4296
10118,15958
10118,438
10118,3573
10118,21237
10118,21379
10118,15078
10118,14952
10118,5564
10118,15576
10118,7467
10118,17929
10118,983
10118,8605
10118,12467
10118,15822
10118,20593
10118,14957
10118,20996
10118,8897
10118,9728
10118,13796
10118,20352
10118,23925
10118,6959
10118,4036
10118,19443
10118,20781
10118,17894
10118,21049
10118,11208
10118,18153
10118,21794
10118,5310
10118,11488
10118,22569
10118,15590
10118,7449
10118,8650
10118,22429
10118,5811
10118,15632
10118,16244
10118,9895
10118,16628
10118,21393
10118,16334
10118,8982
10118,5301
10118,18182
10118,10524
10118,22369
10118,17568
10118,19822
10118,7810
10118,11635
10118,2740
10118,3669
10118,16393
10118,17980
10118,14585
10118,8086
10118,1399
10118,16309
10118,20630
10118,22526
10118,14154
10118,15005
10118,1258
10118,14499
10118,8736
10118,18521
10118,13637
10118,16045
10118,623
10118,18777
10118,23724
10118,14981
10118,22691
10118,13768
10118,10548
10118,22007
10118,21522
10118,19418
10118,3533
10118,11782
10118,21962
10118,3171
10118,12645
10118,16868
10118,20835
10118,2638
10118,13135
10118,3684
10118,503
10118,3814
10118,465
10118,5563
10118,16087
10118,6953
10118,12887
10118,19396
10118,14705
10118,13627
10118,5278
10118,19618
10118,11851
10118,1529
10118,9165
10118,18127
10118,16346
10118,11485
10118,23035
10118,19042
10118,21046
10118,15598
10118,12979
10118,6497
10118,15402
10118,10645
10118,20813
10118,16308
10118,1175
10118,18151
10118,12519
10118,5967
10118,11676
10118,22092
10118,4569
10118,23910
10118,16810
10118,8052
10118,20373
10118,22802
10118,348
10118,19095
10118,6423
10118,16496
10118,6473
10118,12505
10118,3316
10118,18122
10118,1406
10118,23385
10118,6795
10118,18114
10118,13123
10118,15394
10118,6906
10118,15217
10118,10871
10118,6201
10118,18817
10118,15628
10118,14874
10118,11387
10118,20543
10118,15162
10118,23518
10118,9311
10118,3748
10118,3722
10118,8070
10118,22203
10118,19219
10118,19750
10118,1169
10118,8074
10118,19550
10118,19043
10118,15289
10118,13311
10118,11743
10118,5252
10118,7091
10118,19166
10118,15696
10118,17954
10118,12415
10118,1409
10118,15389
10118,16247
10118,16878
10118,17896
10118,7709
10118,17530
10118,16559
10118,7276
10118,15382
10118,2444
10118,23673
10118,20720
10118,21570
10118,18181
10118,15300
10118,14643
10118,7372
10118,10692
10118,9380
10118,12818
10118,19232
10118,9541
10118,9266
10118,14972
10118,19097
10118,23515
10118,15467
10118,5072
10118,11209
10118,13852
10118,15200
10118,12224
10118,12923
10118,1037
10118,23192
10118,7855
10118,6506
10118,18043
10118,7295
10118,9206
10118,17991
10118,15512
10118,21370
10118,4429
10118,2598
10118,6682
10118,3850
10118,6052
10118,10599
10118,20058
10118,5821
10118,22558
10118,21183
10118,3432
10118,6783
10118,9126
10118,15414
10118,1951
10118,19085
10118,21956
10118,15697
10118,23425
10118,14377
10118,17694
10118,8842
10118,15917
10118,7084
10118,21402
10118,14838
10118,9839
10118,3406
10118,10795
10118,18582
10118,15079
10118,16756
10118,13108
10118,22787
10118,18350
10118,15335
10118,14027
10118,11828
10118,19321
10118,13454
10118,16929
10118,15956
10118,19474
10118,8489
10118,15588
10118,10296
10118,20266
10118,3143
10118,7470
10118,9829
10118,12510
10118,17152
10118,21342
10118,12232
10118,19375
10118,20128
10118,5532
10118,23529
10118,3227
10118,21423
10118,19489
10118,19966
10118,7312
10118,2821
10118,22420
10118,8100
10118,18111
10118,15849
10118,8620
10118,14097
10118,22935
10118,23015
10118,13934
10118,21549
10118,15825
10118,11476
10118,3738
10118,21006
10118,2403
10118,12400
10118,8180
10118,20848
10118,22266
10118,8556
10118,14089
10118,5795
10118,18941
10118,18101
10118,9256
10118,7175
10118,19230
10118,18681
10118,19984
10118,1918
10118,8699
10118,7357
10118,21785
10118,14258
10118,21567
10118,2778
10118,21867
10118,713
10118,8640
10118,13453
10118,11688
10118,5111
10118,8688
10118,18169
10118,18031
10118,13375
10118,23892
10118,3401
10118,2309
10118,14219
10118,11536
10118,13634
10118,6676
10118,14853
10118,2178
10118,16547
10118,18125
10118,16353
10118,3683
10118,7388
10118,22664
10118,21733
10118,4223
10118,19122
10118,22393
10118,13804
10118,17554
10118,16405
10118,14178
10118,12209
10118,927
10118,19343
10118,12815
10118,17198
10118,15062
10118,18709
10118,13909
10118,2219
10118,1765
10118,3423
10118,19349
10118,6791
10118,12675
10118,15131
10118,15085
10118,3542
10118,20920
10118,11068
10118,5863
10118,17907
10118,23720
10118,15428
10118,803
10118,22121
10118,1830
10118,12250
10118,21299
10118,5268
10118,19797
10118,15873
10118,1984
10118,9478
10118,2602
10118,19258
10118,16738
10118,12070
10118,16407
10118,15057
10118,9050
10118,16189
10118,11510
10118,16410
10118,14834
10118,12500
10118,2337
10118,4367
10118,20407
10118,5199
10118,18117
10118,234
10118,19130
10118,18952
10118,20075
10118,11371
10118,1444
10118,16498
10118,21307
10118,4704
10118,18137
10118,7153
10118,17425
10118,2663
10118,6865
10118,9544
10118,2312
10118,12158
10118,19781
10118,18102
10118,6834
10118,15245
10118,7850
10118,16730
10118,7375
10118,20387
10118,17379
10118,5079
10118,22936
10118,8555
10118,20518
10118,11381
10118,16690
10118,22911
10118,12490
10118,2053
10118,2117
10118,20638
10118,17709
10118,13653
10118,6344
10118,9583
10118,14276
10118,441
10118,13836
10118,15879
10118,15147
10118,11482
10118,21077
10118,5550
10118,1622
10118,10111
10118,15149
10118,15345
10118,20678
10118,13119
10118,815
10118,7394
10118,16225
10118,19381
10118,2318
10118,9851
10118,14796
10118,16735
10118,14164
10118,20069
10118,14050
10118,20585
10118,11975
10118,20573
10118,19175
10118,19126
10118,19112
10118,23865
10118,19493
10118,18142
10118,14830
10118,922
10118,18077
10118,11508
10118,14815
10118,14664
10118,4458
10118,13499
10118,8500
10118,15711
10118,22957
10118,17526
10118,16548
10118,16631
10118,6812
10118,12893
10118,13172
10118,7975
10118,5025
10118,6658
10118,20398
10118,1579
10118,14152
10118,20416
10118,15783
10118,12198
10118,10620
10118,20683
10118,20148
10118,13980
10118,14942
10118,8564
10118,17155
10118,15686
10118,4909
10118,16050
10118,19909
10118,12502
10118,16899
10118,10766
10118,12096
10118,15611
10118,7358
10118,3992
10118,22727
10118,14961
10118,22005
10118,19467
10118,19290
10118,22286
10118,19586
10118,13581
10118,6293
10118,14490
10118,19214
10118,20299
10118,22304
10118,21918
10118,2850
10118,8607
10118,19283
10118,1178
10118,14136
10118,15699
10118,18513
10118,13076
10118,15207
10118,20124
10118,18062
10118,9908
10118,3656
10118,21454
10118,3313
10118,17551
10118,22436
10118,9635
10118,18671
10118,11490
10118,23018
10118,9528
10118,22804
10118,2427
10118,18796
10118,9631
10118,243
10118,6612
10118,8711
10118,5486
10118,10055
10118,19633
10118,13193
10118,7654
10118,20791
10118,10215
10118,23594
10118,3964
10118,8633
10118,19462
10118,17758
10118,12151
