dataset,TwitterDatasets/Twitter_394t_46486w
313,-0.14691971
314,-0.29
315,0.04585807
316,-0.29
317,0.21
318,0.67
319,0.67
320,-0.29
321,0.59
322,-0.18299588
323,-0.29
324,0.25
325,-0.26639183
326,0.11596054
327,0.24305873
328,0.22840749
329,-0.37694127
330,-0.36694127
331,0.56305873
332,0.03305873
333,0.36638962
334,-0.18567922
335,-0.35694127
336,-0.07507103
337,-0.22003891
338,-0.26003891
339,-0.00301182
340,-0.26003891
341,0.62446063
342,0.19996109
343,-0.27059917
344,-0.01512987
345,0.05998148
346,0.39996109
347,0.23996109
348,0.23996109
349,-0.26003891
350,-0.27003891
351,-0.27003891
352,0.32332036
353,0.11165
354,0.68996109
355,-0.26003891
356,0.03996109
357,-0.27003891
358,-0.25978391
359,-0.10638106
360,0.49996109
361,-0.19003891
362,0.39339955
363,0.25169748
364,-0.26003891
365,-0.24395304
366,-0.25617049
367,0.19221185
368,-0.27003891
369,0.31996109
370,0.58592581
371,-0.18049893
372,-0.31058612
373,0.67996109
374,-0.27003891
375,-0.27003891
376,-0.29339127
377,0.61470102
378,0.04996109
379,-0.20298956
380,-0.26003891
381,-0.27003891
382,-0.17003891
383,-0.22856281
384,-0.07803723
385,0.12996109
386,0.10996109
387,-0.13003891
388,-0.13003891
389,-0.27003891
390,0.20996109
391,-0.08003891
392,-0.28003891
393,0.23921614
394,0.24160748
395,0.06996109
396,0.23996109
397,-0.26003891
398,-0.23674911
399,-0.27003891
400,0.01233225
401,-0.16003891
402,-0.25003891
403,-0.08501945
404,-0.23003891
405,-0.27003891
406,0.65996109
407,-0.098474
408,-0.22003891
409,0.20996109
410,0.6188847
411,-0.27003891
412,-0.27003891
413,0.18996109
414,0.32996109
415,0.11189127
416,0.26996109
417,0.14996109
418,0.24996109
419,0.12996109
420,0.53996109
421,-0.16003891
422,-0.20003891
423,0.35996109
424,-0.27003891
425,-0.27003891
426,-0.27003891
427,-0.28003891
428,0.12996109
429,0.55996109
430,0.27996109
431,-0.25003891
432,-0.22046603
433,0.16332036
434,-0.07003891
435,0.13996109
436,-0.26003891
437,-0.16003891
438,-0.21003891
439,0.19996109
440,-0.02003891
441,-0.19003891
442,0.24996109
443,-0.26003891
444,0.66996109
445,0.56949156
446,0.10996109
447,0.09961614
448,-0.01003891
449,-0.26003891
450,-0.26003891
451,-0.27003891
452,-0.33498335
453,0.16996109
454,-0.27003891
455,0.15996109
456,-0.27003891
457,-0.27003891
458,-0.05003891
459,-0.05003891
460,-0.27003891
461,-0.06003891
462,-0.26003891
463,-0.25003891
464,-0.27003891
465,-0.26276166
466,-0.07003891
467,0.25498055
468,-0.27003891
469,0.10998055
470,0.15996109
471,-0.26003891
472,-0.20003891
473,0.00996109
474,0.13996109
475,0.20996109
476,0.14996109
477,-0.27003891
478,-0.33949925
479,-0.34500685
480,0.15996109
481,-0.10333304
482,0.0066537
483,-0.27003891
484,-0.26003891
485,0.66142489
486,0.15065461
487,0.62501665
488,-0.26096686
489,-0.08003891
490,-0.26453573
491,-0.26003891
492,-0.13003891
493,0.07996109
494,-0.25003891
495,-0.26003891
496,0.329893
497,-0.05003891
498,-0.28642547
499,-0.06350361
500,-0.26297342
501,-0.26919819
502,0.0300722
503,0.03556859
504,0.5200722
505,-0.2599278
506,-0.3599278
507,0.0600722
508,0.0100722
509,0.33772932
510,-0.3999278
511,0.1600722
512,0.04757907
513,-0.27207426
514,-0.2999278
515,0.17743124
516,-0.07593594
517,-0.11133713
518,-0.3999278
519,-0.3999278
520,0.16573581
521,0.09103499
522,-0.08296961
523,-0.0499278
524,0.50122715
525,0.02599242
526,-0.06857887
527,0.5500722
528,-0.3999278
529,0.50913515
530,-0.3899278
531,0.38327874
532,0.0200722
533,-0.1849639
534,0.54018399
535,0.3200722
536,-0.08322471
537,-0.10918003
538,-0.40833697
539,0.0800722
540,-0.3899278
541,-0.2399278
542,0.5500722
543,-0.3699278
544,0.5500722
545,-0.3299278
546,0.3400722
547,0.5600722
548,0.1800722
549,0.2765823
550,0.5500722
551,0.5500722
552,-0.0899278
553,0.4965079
554,0.36217867
555,-0.19122456
556,-0.405727
557,-0.143829
558,-0.3899278
559,-0.12330927
560,-0.38309455
561,-0.32404569
562,-0.39886914
563,-0.07304125
564,-0.1899639
565,0.10537558
566,0.3300722
567,0.23015937
568,-0.3999278
569,-0.3799278
570,-0.3999278
571,-0.3599278
572,-0.4099278
573,-0.3599278
574,0.4800722
575,0.1000722
576,0.0800722
577,-0.20879773
578,0.0800361
579,-0.39120184
580,-0.14791436
581,-0.25428956
582,-0.1486907
583,0.5485239
584,0.03830262
585,0.45027014
586,0.1000722
587,0.03433609
588,-0.2399278
589,-0.2599278
590,-0.39970019
591,0.54987101
592,-0.1999278
593,-0.38123456
594,-0.17502802
595,0.11816946
596,0.5500722
597,-0.3999278
598,0.10856609
599,0.10507987
600,-0.3999278
601,-0.4099278
602,0.5500722
603,-0.3599278
604,-0.31926411
605,-0.07694736
606,0.0100722
607,0.5300361
608,0.2500722
609,-0.3999278
610,0.0550361
611,0.0600722
612,-0.03406784
613,0.2946975
614,-0.1799278
615,0.09458824
616,-0.4080685
617,-0.21438797
618,-0.20421124
619,-0.15406142
620,-0.3999278
621,-0.4099278
622,-0.19013958
623,0.5050361
624,-0.13431708
625,-0.1699278
626,-0.00619774
627,0.5500722
628,-0.3999278
629,0.3600722
630,0.3700722
631,-0.3399278
632,-0.17154936
633,0.5600722
634,-0.3899278
635,0.4800722
636,-0.14438699
637,0.5400722
638,-0.2249639
639,-0.26426111
640,0.55331995
641,0.07052444
642,-0.3999278
643,-0.3899278
644,0.1500722
645,-0.3999278
646,0.5200722
647,-0.3899278
648,-0.38664243
649,0.05917637
650,-0.3999278
651,-0.23281265
652,0.0900722
653,-0.4099278
654,-0.3799278
655,-0.3999278
656,-0.3999278
657,-0.3899278
658,0.5600722
659,0.5500722
660,-0.0349639
661,0.0600722
662,-0.39123274
663,-0.33026662
664,-0.33866213
665,-0.3999278
666,0.2000722
667,-0.17975412
668,-0.29634957
669,-0.0499278
670,-0.04960934
671,-0.3999278
672,0.15592684
673,-0.1598794
674,-0.07330537
675,-0.35857852
676,0.13058858
677,0.13
678,-0.29
679,0.08
680,0.10666667
681,0.14
682,0.41086031
683,-0.155
684,0.29
685,-0.43
686,0.1
687,0.35911705
688,0.53
689,-0.435
690,0.53
691,-0.26872487
692,0.05
693,-0.43
694,-0.135
695,-0.390797
696,-0.42
697,0.
698,-0.41
699,-0.42
700,-0.272
701,-0.25
702,0.16239279
703,0.48449506
704,0.35
705,-0.37
706,0.13611277
707,-0.42
708,-0.31292377
709,-0.44
710,-0.22931874
711,-0.42
712,0.08082198
713,-0.42
714,0.23
715,-0.39867574
716,-0.21724603
717,-0.44
718,-0.29
719,0.21409265
720,0.01
721,-0.26820247
722,-0.40543676
723,0.16260522
724,0.45647385
725,-0.02618311
726,0.53
727,0.04880589
728,0.52168044
729,-0.0237616
730,-0.41
731,-0.32706461
732,-0.43
733,0.09536878
734,0.37277487
735,0.1098961
736,-0.07159444
737,0.06215949
738,0.12244426
739,-0.17820309
740,0.06068271
741,-0.43
742,-0.4
743,0.18
744,0.18828557
745,0.29457367
746,-0.21676987
747,-0.4
748,0.00376044
749,-0.42736048
750,-0.10163355
751,0.07392961
752,-0.33
753,-0.36198284
754,-0.42
755,-0.06
756,0.12589494
757,0.02
758,-0.43
759,0.01496257
760,0.02
761,-0.09
762,-0.39635105
763,-0.2415338
764,-0.16
765,0.03316409
766,0.07341564
767,0.18
768,-0.03342182
769,0.02
770,0.42
771,0.26
772,0.46
773,-0.03
774,-0.03
775,0.49
776,0.45
777,0.52562304
778,-0.42309859
779,-0.15561191
780,0.04
781,0.49
782,-0.04
783,-0.25490665
784,0.09
785,-0.19671844
786,0.14
787,-0.30946953
788,-0.02245183
789,-0.24
790,-0.02
791,0.05
792,0.51804383
793,-0.26818718
794,-0.16
795,0.10209865
796,-0.16
797,0.40935644
798,0.13
799,-0.44
800,-0.25
801,0.05
802,0.52
803,0.50204082
804,0.52978723
805,-0.12995526
806,-0.21
807,0.52
808,0.44104806
809,-0.23637327
810,0.23596622
811,-0.00605492
812,0.48304102
813,0.04
814,-0.2213157
815,-0.38
816,0.03856025
817,-0.06276149
818,-0.37
819,0.07
820,0.50567454
821,0.435
822,-0.17498054
823,-0.15
824,0.10147467
825,-0.36009405
826,0.37703296
827,0.40997865
828,-0.26299145
829,-0.30852507
830,-0.42207912
831,-0.42399951
832,0.06975508
833,-0.02876778
834,0.1538843
835,-0.11647468
836,-0.18906046
837,0.31
838,-0.03221325
839,-0.18
840,-0.36153846
841,0.52
842,-0.19305839
843,-0.08
844,0.02
845,-0.25200226
846,-0.41306634
847,0.52
848,-0.26
849,-0.39854746
850,0.2972677
851,0.19
852,-0.22253381
853,-0.3730551
854,0.04
855,-0.43
856,-0.33
857,0.04925636
858,-0.07774933
859,0.1
860,0.00961487
861,-0.42
862,-0.22
863,0.53
864,-0.01047779
865,-0.25
866,0.47993997
867,0.
868,0.52
869,0.42
870,-0.03700559
871,0.44
872,0.46608417
873,-0.00607843
874,0.31111617
875,-0.32
876,-0.08358649
877,0.52
878,-0.03
879,0.125
880,-0.375
881,0.435
882,0.1
883,-0.01
884,0.03
885,0.19
886,-0.19
887,0.53
888,-0.43
889,0.53
890,0.04
891,0.50807472
892,0.07042361
893,0.52
894,-0.42
895,-0.17
896,0.02
897,0.51
898,0.37
899,0.52
900,-0.12493309
901,0.03016037
902,0.48
903,-0.19
904,0.11
905,-0.03
906,0.04
907,-0.06326038
908,0.66
909,-0.19
910,-0.11
911,0.05
912,-0.29053377
913,0.13
914,0.13
915,-0.29
916,0.12532607
917,0.54828608
918,-0.29
919,-0.14769706
920,-0.27
921,-0.27683688
922,-0.28158508
923,-0.03565935
924,-0.17
925,0.66
926,-0.09
927,0.15
928,-0.22
929,0.66
930,0.48
931,0.24
932,-0.00188343
933,0.36
934,-0.3
935,-0.24543252
936,0.63
937,0.06333333
938,0.17
939,0.12
940,-0.29630737
941,-0.11436362
942,-0.12
943,-0.26
944,-0.02534864
945,-0.07083356
946,0.15577143
947,-0.02017333
948,-0.23803966
949,0.37310856
950,0.35662254
951,-0.06
952,-0.3
953,-0.29
954,-0.33033137
955,-0.26
956,-0.29
957,-0.29
958,-0.3
959,-0.21
960,0.10483348
961,0.0840513
962,-0.3
963,-0.29
964,-0.30037376
965,-0.26
966,-0.08994161
967,-0.02
968,-0.3
969,0.05895569
970,0.55
971,-0.27045607
972,0.27
973,-0.09
974,-0.29
975,-0.15870767
976,-0.29
977,0.12
978,0.65810753
979,0.56
980,0.46
981,0.1793644
982,-0.3
983,-0.14819479
984,0.6
985,0.10993588
986,0.07
987,-0.3
988,0.03
989,0.04
990,0.66
991,-0.3
992,-0.29
993,-0.3
994,0.66
995,-0.30028798
996,0.04591081
997,0.13245262
998,-0.24873239
999,0.
1000,-0.08
1001,0.07
1002,-0.08
1003,-0.21
1004,-0.09
1005,0.61
1006,-0.04
1007,-0.29
1008,-0.31
1009,0.63
1010,-0.025
1011,-0.12
1012,-0.2
1013,-0.29
1014,-0.31
1015,-0.028611
1016,-0.24
1017,0.27
1018,0.29
1019,0.15
1020,0.6327894
1021,0.13
1022,-0.29
1023,-0.3
1024,-0.07
1025,-0.28
1026,-0.19
1027,0.63652696
1028,0.11830652
1029,-0.3
1030,0.04
1031,-0.29
1032,-0.3
1033,-0.24
1034,-0.3
1035,0.51
1036,-0.17
1037,0.15
1038,-0.09
1039,0.13
1040,0.35
1041,0.00436035
1042,-0.29
1043,0.04
1044,0.12
1045,-0.11205855
1046,0.0565988
1047,0.36533273
1048,-0.28990737
1049,-0.18
1050,-0.3638259
1051,0.02847603
1052,-0.18
1053,0.19
1054,-0.3
1055,0.04
1056,-0.31
1057,0.01956478
1058,-0.29
1059,0.11347826
1060,0.18652174
1061,-0.31012901
1062,0.00424972
1063,0.22
1064,0.01105405
1065,-0.15491381
1066,0.12058636
1067,0.02689221
1068,0.13
1069,-0.108
1070,0.04
1071,0.01661958
1072,-0.125
1073,0.29436242
1074,0.17716055
1075,0.12909071
1076,-0.32
1077,0.55
1078,-0.38
1079,0.03976481
1080,-0.38
1081,0.57
1082,-0.1799413
1083,0.46
1084,-0.11735257
1085,-0.05680544
1086,0.13
1087,-0.03
1088,0.03
1089,-0.38
1090,-0.13104743
1091,-0.36
1092,0.58
1093,-0.18
1094,0.10333333
1095,-0.37
1096,0.15
1097,0.1
1098,0.03648031
1099,0.48
1100,-0.38
1101,0.00894788
1102,-0.01
1103,-0.16494951
1104,0.05
1105,-0.36
1106,0.58
1107,-0.39
1108,-0.10840785
1109,-0.12
1110,-0.02
1111,-0.37
1112,-0.36
1113,0.02
1114,0.16
1115,-0.35973688
1116,-0.38
1117,-0.09
1118,0.12983607
1119,0.09412552
1120,0.12389907
1121,-0.06425642
1122,-0.3
1123,-0.05
1124,0.57
1125,0.25
1126,-0.24
1127,-0.06
1128,0.05262855
1129,0.12
1130,0.36804931
1131,-0.38042103
1132,-0.04152541
1133,0.25428618
1134,0.57
1135,0.12042042
1136,0.07
1137,0.56
1138,-0.1
1139,0.34
1140,-0.38
1141,0.07
1142,-0.38
1143,0.04
1144,-0.06502637
1145,-0.015
1146,-0.18612367
1147,-0.26
1148,0.00134796
1149,-0.24600918
1150,0.03
1151,0.
1152,-0.36
1153,-0.2
1154,-0.04405534
1155,0.58
1156,-0.38
1157,0.08
1158,0.14
1159,0.48611338
1160,0.0473106
1161,-0.35478519
1162,-0.38
1163,0.58
1164,0.1
1165,-0.34836194
1166,0.34
1167,0.54
1168,-0.37
1169,-0.38
1170,0.0676028
1171,0.34477186
1172,-0.04
1173,-0.34334723
1174,0.16997735
1175,0.01729386
1176,0.2
1177,0.45
1178,-0.24
1179,-0.07840706
1180,-0.38
1181,0.52
1182,-0.26840889
1183,-0.38
1184,-0.36222222
1185,-0.11
1186,0.18
1187,0.13
1188,-0.38
1189,0.18
1190,0.19328635
1191,-0.37
1192,-0.18740321
1193,0.06892388
1194,-0.30333171
1195,-0.19
1196,0.3
1197,0.06595581
1198,0.48
1199,0.06028326
1200,-0.43
1201,0.53248265
1202,0.20999608
1203,0.07733884
1204,0.19694252
1205,0.045
1206,0.33
1207,0.15
1208,0.38784598
1209,0.52
1210,-0.39
1211,-0.43
1212,0.52
1213,-0.43
1214,0.50172204
1215,0.07980443
1216,0.282
1217,-0.11852036
1218,-0.35
1219,-0.14184532
1220,-0.43
1221,-0.04
1222,-0.06
1223,-0.1892023
1224,0.00471877
1225,0.02
1226,0.00766742
1227,0.52
1228,0.53
1229,0.025
1230,-0.12859041
1231,0.30243155
1232,0.02
1233,-0.28696465
1234,-0.19
1235,-0.35042498
1236,-0.42
1237,-0.07
1238,0.07
1239,-0.36
1240,0.53
1241,-0.32498935
1242,0.00998833
1243,0.12
1244,-0.03
1245,0.50580213
1246,-0.18
1247,-0.33561146
1248,0.13567368
1249,0.52
1250,-0.03
1251,0.13
1252,0.52415971
1253,0.04434116
1254,-0.13
1255,0.06898919
1256,-0.13135407
1257,0.31
1258,-0.44
1259,-0.42
1260,-0.42771314
1261,-0.17
1262,0.07121615
1263,0.06
1264,-0.20227974
1265,-0.31103628
1266,0.03278405
1267,-0.0429567
1268,0.33029994
1269,-0.40665183
1270,-0.25
1271,0.045
1272,0.14000093
1273,0.09077518
1274,0.09119257
1275,0.52
1276,0.09291604
1277,-0.09
1278,0.14
1279,-0.01
1280,-0.43
1281,-0.43
1282,-0.14430686
1283,-0.42
1284,-0.03601795
1285,-0.35
1286,-0.20862659
1287,-0.4
1288,0.315
1289,-0.19
1290,0.01453512
1291,0.03668389
1292,-0.43
1293,-0.25393819
1294,0.34
1295,0.03998611
1296,0.04108169
1297,0.
1298,0.52
1299,0.215
1300,-0.23209913
1301,0.52
1302,0.52422079
1303,-0.2
1304,0.08910262
1305,-0.44
1306,0.52
1307,-0.08
1308,-0.17
1309,-0.03
1310,-0.13
1311,0.52
1312,-0.06
1313,0.03507868
1314,-0.43
1315,0.
1316,0.19
1317,-0.03238989
1318,0.51333333
1319,-0.05284592
1320,-0.39
1321,-0.42
1322,0.11147801
1323,-0.1935226
1324,0.07168021
1325,0.02
1326,-0.42288328
1327,-0.18
1328,-0.43014512
1329,-0.43
1330,-0.31970086
1331,-0.42872182
1332,-0.05958317
1333,0.27
1334,0.12080496
1335,0.1
1336,-0.43
1337,-0.43
1338,-0.12167388
1339,0.09
1340,0.085
1341,-0.07836467
1342,-0.14992219
1343,0.35851199
1344,0.12
1345,-0.08109539
1346,0.02443522
1347,0.04081487
1348,-0.16
1349,0.12304866
1350,0.5
1351,-0.35
1352,0.11950164
1353,-0.035
1354,0.11
1355,-0.05333333
1356,-0.32
1357,-0.29918085
1358,0.14
1359,0.07503015
1360,-0.33
1361,-0.33102043
1362,-0.33
1363,-0.18726942
1364,-0.36491441
1365,0.1
1366,0.
1367,0.2
1368,-0.23040168
1369,0.34
1370,0.44
1371,-0.03
1372,0.5938014
1373,-0.31906158
1374,-0.1127467
1375,-0.33
1376,-0.32676336
1377,-0.08
1378,-0.18917537
1379,0.00033343
1380,0.01
1381,0.51
1382,0.08309375
1383,0.21933413
1384,0.19746867
1385,-0.32
1386,0.26692093
1387,-0.08737656
1388,0.61
1389,0.13695198
1390,-0.1
1391,-0.33
1392,0.02102571
1393,0.61903526
1394,0.08883869
1395,-0.26630398
1396,0.01584928
1397,0.38544023
1398,-0.12
1399,0.2322744
1400,-0.1938126
1401,-0.32
1402,-0.25856744
1403,0.15
1404,0.1
1405,-0.02265466
1406,-0.31
1407,0.62
1408,0.16042888
1409,-0.05
1410,0.48
1411,-0.33
1412,-0.21
1413,-0.3117414
1414,-0.20012973
1415,0.30109095
1416,0.58
1417,-0.19322576
1418,-0.29554368
1419,-0.065
1420,0.27
1421,-0.23645908
1422,-0.225
1423,-0.24999795
1424,0.60612634
1425,0.27146697
1426,0.07680595
1427,-0.33058432
1428,0.23
1429,0.31
1430,-0.23
1431,-0.04480186
1432,0.43
1433,0.44
1434,-0.13731206
1435,0.26962891
1436,-0.32
1437,0.54000302
1438,0.04711471
1439,0.56606959
1440,-0.32342755
1441,-0.01622308
1442,-0.26022908
1443,0.22
1444,-0.21221464
1445,-0.08000111
1446,-0.31480243
1447,-0.3666028
1448,0.62
1449,-0.00385235
1450,-0.33
1451,-0.33
1452,-0.055
1453,-0.33
1454,-0.3206672
1455,-0.33
1456,0.21563579
1457,-0.33296327
1458,-0.32220501
1459,0.63
1460,-0.31
1461,-0.18216172
1462,0.30360949
1463,-0.03181094
1464,0.26
1465,0.48
1466,-0.27067806
1467,-0.33
1468,-0.29
1469,-0.32
1470,-0.33
1471,0.14
1472,-0.21836701
1473,0.62
1474,0.36156169
1475,-0.32
1476,-0.34
1477,-0.31
1478,-0.34
1479,-0.18
1480,-0.26770038
1481,0.01349533
1482,-0.33
1483,-0.27
1484,-0.32
1485,-0.32
1486,-0.33
1487,-0.09253856
1488,-0.11499906
1489,0.32357269
1490,0.08682646
1491,-0.10754483
1492,0.13
1493,-0.33
1494,-0.25292841
1495,0.03552269
1496,-0.25
1497,-0.33
1498,-0.34238093
1499,-0.30657916
1500,-0.31702903
1501,-0.33
1502,-0.33
1503,-0.34
1504,-0.19745515
1505,0.16
1506,-0.21
1507,0.04175412
1508,0.24
1509,0.56
1510,-0.094937
1511,-0.34
1512,-0.3
1513,-0.22
1514,0.57257302
1515,0.21
1516,-0.33
1517,0.08945631
1518,0.1243341
1519,0.04
1520,0.11453898
1521,0.62
1522,0.19
1523,-0.33
1524,0.14388703
1525,0.62
1526,0.11
1527,-0.29
1528,0.085
1529,0.07
1530,-0.26500734
1531,0.63
1532,-0.21
1533,-0.02144068
1534,-0.29
1535,-0.24958902
1536,-0.02
1537,0.63
1538,0.15
1539,-0.33
1540,-0.2
1541,0.06858261
1542,0.24
1543,0.345
1544,-0.24
1545,0.13
1546,0.31798704
1547,0.38324144
1548,0.08
1549,0.08058705
1550,-0.34
1551,0.195
1552,-0.32813399
1553,-0.28353425
1554,0.167211
1555,-0.34
1556,-0.33
1557,-0.10940879
1558,-0.30999664
1559,0.5
1560,-0.20506659
1561,-0.33
1562,-0.28
1563,-0.25
1564,-0.33
1565,-0.26
1566,0.14
1567,-0.32
1568,0.54080605
1569,-0.06917135
1570,0.45
1571,0.23
1572,-0.32
1573,0.28430428
1574,-0.11312817
1575,0.42758606
1576,-0.33
1577,0.19
1578,0.54
1579,-0.02
1580,0.1665994
1581,-0.185
1582,0.05306304
1583,0.62
1584,0.15
1585,0.63
1586,0.27746559
1587,-0.24
1588,-0.33
1589,-0.39009771
1590,-0.00363927
1591,-0.33
1592,-0.34
1593,0.23
1594,-0.21
1595,0.01
1596,-0.23405927
1597,0.6
1598,-0.02509772
1599,-0.23782492
1600,0.10321605
1601,-0.32
1602,-0.23053344
1603,-0.33
1604,0.37888103
1605,0.06
1606,-0.21
1607,-0.33
1608,0.1658461
1609,-0.32
1610,0.55
1611,0.59
1612,-0.33
1613,0.03047572
1614,0.14
1615,-0.25
1616,-0.11211929
1617,0.09
1618,-0.32
1619,0.06
1620,-0.04
1621,-0.32
1622,0.54743481
1623,0.07236567
1624,0.18
1625,0.21
1626,-0.27
1627,-0.33
1628,0.
1629,-0.33
1630,0.53
1631,0.01
1632,-0.3
1633,0.39
1634,-0.32
1635,-0.32
1636,0.12
1637,-0.32
1638,-0.33
1639,0.45445785
1640,0.32616887
1641,-0.135
1642,0.28114201
1643,-0.35555659
1644,0.05202306
1645,-0.00599139
1646,0.099453
1647,0.05
1648,-0.23673182
1649,0.49782883
1650,-0.41666667
1651,-0.44
1652,0.1
1653,-0.43
1654,0.035
1655,0.51
1656,0.02994496
1657,0.51
1658,0.3
1659,0.46677419
1660,0.02
1661,-0.39948658
1662,-0.40122942
1663,-0.24849855
1664,0.03
1665,-0.01
1666,-0.07
1667,-0.21877633
1668,0.03
1669,0.03496794
1670,0.2100042
1671,0.51
1672,-0.02
1673,0.1
1674,-0.45
1675,0.
1676,0.
1677,-0.32
1678,-0.46
1679,0.48988282
1680,-0.45
1681,-0.45
1682,0.01
1683,0.49
1684,0.34333333
1685,-0.45
1686,0.375
1687,-0.01
1688,0.13
1689,0.37
1690,-0.32867627
1691,-0.44630782
1692,0.16
1693,0.34
1694,0.48
1695,-0.01
1696,-0.45
1697,0.5
1698,0.47023222
1699,0.
1700,0.17276937
1701,0.515
1702,-0.17702996
1703,-0.14453997
1704,-0.16935026
1705,0.0314491
1706,0.49
1707,-0.09
1708,0.46825414
1709,0.09
1710,-0.38
1711,-0.37389257
1712,0.315
1713,0.08
1714,-0.4
1715,-0.45
1716,0.05
1717,-0.43255631
1718,-0.16
1719,-0.13
1720,-0.24
1721,-0.27
1722,0.51
1723,-0.45
1724,0.03
1725,-0.09200565
1726,-0.03878326
1727,-0.18197035
1728,-0.065
1729,-0.1564158
1730,0.06
1731,0.0149943
1732,0.05970263
1733,-0.21
1734,-0.09
1735,0.19086278
1736,-0.15669324
1737,0.27433851
1738,0.35
1739,0.49
1740,0.51
1741,0.04
1742,-0.45
1743,-0.04
1744,0.08903683
1745,0.47
1746,-0.32
1747,0.02
1748,0.1
1749,-0.46
1750,0.04984602
1751,0.0104072
