dataset,TwitterDatasets/Twitter_394t_46486w
199,0.2507386924377995
200,0.23875510092619523
201,0.08970773631704979
202,0.24123000731986677
203,0.1222044165422224
204,0.39289842585108636
205,0.024492720780720963
206,0.07577883588540733
207,0.1512754338743816
208,0.20149883025836918
209,0.11620854002255954
210,0.2427518816717844
211,0.258391542474326
212,0.24190870314708696
213,0.10122704858947221
214,0.22622829615847864
215,0.15933244186578496
216,0.23453774468831542
217,0.217497124286341
218,0.38683649245134877
219,0.5088738472273495
220,0.241884143424646
221,0.23395747121903362
222,0.2428366803620342
223,0.4881324199898607
224,0.11787271138236963
225,0.23444886384972669
226,0.1511547939465604
227,0.2428366803620342
228,0.16780584349511332
229,0.5340587578413427
230,0.03350244906402539
231,0.23395747121903362
232,0.1848294812071879
233,0.4348257672117194
234,0.25089252794497424
235,0.23487227383360107
236,0.22633943952084193
237,0.2426085463761486
238,0.2092464494083773
239,0.3528112615295281
240,0.22689509223222365
241,0.18683055904688894
242,0.1787846263766326
243,0.18759419529489593
244,0.2417251998910121
245,0.21611030960112254
246,0.25025549194832
247,0.18441770175698077
248,0.13431023651453933
249,0.3949159659948157
250,0.2320775782193518
251,0.19270628690081087
252,0.24152751894467808
253,0.31749858192109276
254,0.13101554549139968
255,0.20990215401163703
256,0.2341540177621482
257,0.2503665593858781
258,0.23395747121903362
259,0.23350267487420726
260,0.37542106022585253
261,0.20103332270148874
262,0.2421662944971005
263,0.23812175471333605
264,0.3478982925296552
265,0.18683055904688894
266,0.21890549980443522
267,0.24266942427894386
268,0.20731342424406604
269,0.22606400436592983
270,0.22689509223222365
271,0.2336271963970319
272,0.1707286162865573
273,0.22797817433268208
274,0.11789385624446773
275,0.4647822069091897
276,0.1707286162865573
277,0.10596841279219614
278,0.2428366803620342
279,0.23402041656427153
280,0.19486600858899333
281,0.24249866671749754
282,0.23487227383360107
283,0.033703951017021797
284,0.23411824600416614
285,0.07342606851725868
286,0.22689509223222365
287,0.10948236852742271
288,0.10106160025945451
289,0.18453413856244896
290,0.30916060217306046
291,0.08970773631704979
292,0.15115092214727008
293,0.24275161300907677
294,0.47353502322522023
295,0.25209134206318606
296,0.2346501558161585
297,0.2427572275897017
298,0.2421662944971005
299,0.25036033399816965
300,0.2174890170033573
301,0.25073839185484254
302,0.1222044165422224
303,0.34615457191463767
304,0.22689509223222365
305,0.2421662944971005
306,0.24257686617182592
307,0.5340639481410412
308,0.08156929392533448
309,0.5337016369932464
310,0.1633276535549726
311,0.15988615701283157
312,0.15496888363867717
313,0.2619780636998555
314,0.24274601908148732
315,0.05555078018612949
316,0.23487227383360107
317,0.1761173965519592
318,0.5413933050280192
319,0.5402799724311327
320,0.2416296207765364
321,0.4807790280523872
322,0.1734026103486716
323,0.23487227383360107
324,0.2092464494083773
325,0.22290834549053457
326,0.3497378555435108
327,0.20552842301103613
328,0.23232497843132202
329,0.3144618663885008
330,0.3064535775399658
331,0.46097252178755577
332,0.03777856433020101
333,0.3039618604786169
334,0.2808036766756833
335,0.29775668251550474
336,0.30511174318037
337,0.18475669553462043
338,0.21753077094150153
339,0.3315292740950103
340,0.21535068106865196
341,0.5072187025822767
342,0.16759372794561583
343,0.24673594040107888
344,0.35199209110606383
345,0.3521837260339407
346,0.33222915250729884
347,0.19483659628336367
348,0.20147692316992766
349,0.21740506191696116
350,0.22632143828333331
351,0.22612784109193557
352,0.41618134190518885
353,0.30133437381245143
354,0.5404503222156324
355,0.21736172082307634
356,0.03375137928684606
357,0.21893822540143318
358,0.2175718981043419
359,0.09168383493148918
360,0.4067257078719064
361,0.15989186883669215
362,0.3292073411566098
363,0.37009876279118603
364,0.21746248049012973
365,0.20004254897509463
366,0.21859093865731438
367,0.17559970404969366
368,0.22576780696292997
369,0.2671925354222023
370,0.4876200271313987
371,0.22490695432976893
372,0.2125477263233136
373,0.5486961270410194
374,0.22635815121309005
375,0.2255718328289002
376,0.19396466885585123
377,0.40013398110625004
378,0.042054941896744746
379,0.18186401241435415
380,0.21093670452102004
381,0.2254079668909141
382,0.13844623266996692
383,0.21255521423559273
384,0.259118305414234
385,0.10957169012005542
386,0.09271701977139682
387,0.1094701540117438
388,0.10960324316751399
389,0.22579170979277086
390,0.17562124847623828
391,0.06626663025159774
392,0.22692771008534499
393,0.23393314092214476
394,0.1669940968910731
395,0.059039816377699526
396,0.20133349463002584
397,0.21694881469697158
398,0.19760119209639426
399,0.21893822540143318
400,0.10646879143133078
401,0.13414462489639745
402,0.20981678168171117
403,0.14784937089889663
404,0.19302664947337583
405,0.21893822540143318
406,0.5314350121350516
407,0.08427053568424181
408,0.1788179488677757
409,0.17644566166217412
410,0.5265937337867032
411,0.22628710395379528
412,0.22625244635562428
413,0.1545589093472944
414,0.26662022923506
415,0.10109147495823688
416,0.22608940141939352
417,0.12633516334872766
418,0.20905302164056916
419,0.10950729414811956
420,0.4424262745890709
421,0.13475113171693506
422,0.1626965437016918
423,0.2995567495330451
424,0.22576780696292997
425,0.22573510987038764
426,0.22561261955920545
427,0.23399089199104958
428,0.10958760359226417
429,0.45778794815830776
430,0.23392696265889487
431,0.20942715759265426
432,0.24494136337617128
433,0.12271469434272628
434,0.05915324756009134
435,0.11769812558678723
436,0.21801380343425072
437,0.13463084868272948
438,0.17615167371060778
439,0.16725115867632148
440,0.01690787931611514
441,0.15951809584839835
442,0.2092521206036845
443,0.21799713758976477
444,0.5402691042769214
445,0.4864368063186106
446,0.08968012717721469
447,0.32274458967170166
448,0.008517318642371766
449,0.21796233985382965
450,0.21798116621494631
451,0.22634560052554883
452,0.22435605966704839
453,0.14313152990351188
454,0.21893822540143318
455,0.1344269520855119
456,0.22614519636616665
457,0.22576780696292997
458,0.04216680475893875
459,0.04226774856284915
460,0.22625784265209647
461,0.05072074660892137
462,0.21093670452102004
463,0.2092802134020509
464,0.21893822540143318
465,0.2308109744947927
466,0.05909582602839251
467,0.25215284474161276
468,0.22563762858962447
469,0.5006047260667007
470,0.13467082979802886
471,0.21753077094150153
472,0.16819005938020848
473,0.008436498335632616
474,0.1179583727884711
475,0.17638770975491447
476,0.1263315275111479
477,0.22627822778492337
478,0.19813452024414863
479,0.2474822963201388
480,0.13028327376565466
481,0.15178744315561452
482,0.2365245971464886
483,0.22627598133686186
484,0.21093670452102004
485,0.5457682504674998
486,0.11558205226892014
487,0.40823183200364427
488,0.2175512296592534
489,0.0675708864582674
490,0.22334030853861897
491,0.21806189876803198
492,0.10965573377584531
493,0.06751804339687312
494,0.20900848251876697
495,0.21093670452102004
496,0.2813193145713164
497,0.0422655821039408
498,0.2012913485177188
499,0.1836598498393174
500,0.22144629136050437
501,0.23495773285529872
502,0.025421628078118503
503,0.059233760519148373
504,0.4262855421209118
505,0.21744755669131066
506,0.2902861119377344
507,0.049078176502534224
508,0.008759471963101
509,0.2672151575659884
510,0.33204551379962505
511,0.13476434575770915
512,0.06272724767855892
513,0.29156828162132764
514,0.24278839530820492
515,0.3398670143728392
516,0.3290314885614814
517,0.2521772950113374
518,0.3322015450396991
519,0.33164386557188746
520,0.3636364621326241
521,0.3477438745570915
522,0.18934372330576316
523,0.042232772072497975
524,0.4266779928900143
525,0.29328091653312865
526,0.23994416108224223
527,0.45036533357949204
528,0.3321057825206664
529,0.425468010078302
530,0.32411697541416995
531,0.3877526734048049
532,0.017088800200202234
533,0.24726832331355117
534,0.30001637778083873
535,0.26676934008487524
536,0.2923146684867926
537,0.330102931966897
538,0.2665623370845242
539,0.0674653960903287
540,0.32303500710424227
541,0.2012333412410313
542,0.44845916735958663
543,0.3079513163594139
544,0.4494452266440825
545,0.27479876740927733
546,0.28328105092737127
547,0.4444779793904721
548,0.1514622327762461
549,0.25242935232775
550,0.4369481357217623
551,0.4369481357217623
552,0.07594855913882576
553,0.4107719468958177
554,0.296935023786375
555,0.18181521991583433
556,0.22590246870559358
557,0.24245089700987912
558,0.32151080942839794
559,0.3503075785493883
560,0.31598904025979957
561,0.26739646760744196
562,0.3314803448078108
563,0.31802000651706774
564,0.22293653050050985
565,0.11821703914630383
566,0.2754301271464176
567,0.3180547339058642
568,0.33075330374773204
569,0.3154520602539257
570,0.33212746805170384
571,0.29907452035376764
572,0.338499476373149
573,0.29812235003719173
574,0.3837033371157908
575,0.08415187963102339
576,0.06753294372581331
577,0.1758336198968253
578,0.3872763627113321
579,0.3207080769274872
580,0.12509061874601937
581,0.24739372346612395
582,0.24058228076911892
583,0.4519902394830622
584,0.06261932698492963
585,0.308952972159083
586,0.08431998611818169
587,0.36489314754666347
588,0.20145882606043106
589,0.21085670156168596
590,0.3294689317407551
591,0.44855026448803514
592,0.16261862358211118
593,0.25636185525879335
594,0.17207352049494268
595,0.09943914781402007
596,0.450288887389701
597,0.33135269593246613
598,0.1329394178849862
599,0.2598745057873574
600,0.3321686275143841
601,0.33967986167455105
602,0.4494211581734551
603,0.29872007540276213
604,0.3068727011968612
605,0.18644030976636028
606,0.008499322078080103
607,0.3453713318427173
608,0.20972395333144736
609,0.3318610862955868
610,0.38156457766037505
611,0.049078176502534224
612,0.3475701447419524
613,0.2566481795610277
614,0.15145186909047065
615,0.17161247170432023
616,0.2706100241766386
617,0.1919682817860314
618,0.17837888135209554
619,0.19223209181692036
620,0.33205783095029856
621,0.3399948201925234
622,0.3320927881173254
623,0.3181022855109173
624,0.3053657496666582
625,0.1421669813078999
626,0.26358831179705444
627,0.44946833574007217
628,0.33135269593246613
629,0.2999831630705916
630,0.30797476169566457
631,0.2829296364594207
632,0.14961535819114438
633,0.45805975950453776
634,0.323942485022003
635,0.395847471073115
636,0.36082012930259194
637,0.4427359069122001
638,0.20422412032176873
639,0.2604750713788564
640,0.45356945737036913
641,0.059844762099612155
642,0.3321200393251684
643,0.31383554795647933
644,0.12640296113960361
645,0.33213352469571306
646,0.42652204561308077
647,0.32394016488890137
648,0.3119485880834698
649,0.05153859317397638
650,0.331868960631731
651,0.20150686111643412
652,0.07578550612933721
653,0.33935979167053265
654,0.31603474861434855
655,0.33135269593246613
656,0.33210927128905077
657,0.3233269618475622
658,0.4571661127362909
659,0.44946833574007217
660,0.27763303429306585
661,0.0505689299300039
662,0.3294423966333372
663,0.258399118715254
664,0.28877683749202726
665,0.33076733832190436
666,0.1681954430279301
667,0.23599797889736485
668,0.24343983474479247
669,0.042164203139138864
670,0.09054827492560824
671,0.3321172999778646
672,0.13670842640801087
673,0.13810886685628548
674,0.0861197028580051
675,0.26254925937083506
676,0.1629069173246001
677,0.10959533882541582
678,0.24155617366405888
679,0.06752159863011137
680,0.08259483766842553
681,0.11794367455239381
682,0.3428903082185152
683,0.20730113308485787
684,0.2415130122796023
685,0.3555157357302635
686,0.08408222972650307
687,0.3003908930471001
688,0.43417503001407864
689,0.2844240596402597
690,0.43269229045211066
691,0.22550912081175573
692,0.042079283030711276
693,0.35536856649299786
694,0.2251045464813944
695,0.33168004041400934
696,0.3477330007961319
697,0.15007275297588393
698,0.3295054523626975
699,0.348191577665027
700,0.3495080242725027
701,0.2091523437800477
702,0.22833997976614823
703,0.4146100166857565
704,0.2824548639910931
705,0.30752424401220335
706,0.182441754775223
707,0.34819269714567014
708,0.26750485699482063
709,0.3633180424916989
710,0.2523502150318728
711,0.3482159322153527
712,0.339764798544625
713,0.3467373308735214
714,0.18683055904688894
715,0.32626767267553974
716,0.23293261115191383
717,0.36412648146797016
718,0.24268289192087608
719,0.25890267870440753
720,0.008376986494463657
721,0.33413360912721735
722,0.16429882563486814
723,0.16883996838602727
724,0.37347149947124575
725,0.041186619135390706
726,0.4349663031973815
727,0.2618255107412523
728,0.42635324163093563
729,0.13194816833102627
730,0.3295054523626975
731,0.32059378845513065
732,0.3486950966835103
733,0.12657082447426987
734,0.34589053636109446
735,0.2495739434151515
736,0.33769506868698324
737,0.1403448409518011
738,0.36371036170342713
739,0.2832251364893497
740,0.07870113151541053
741,0.3450596307926357
742,0.33146951957835336
743,0.3699729707320658
744,0.31093098661086743
745,0.24918942692489057
746,0.28828776110944027
747,0.3315286874937805
748,0.3127085437399113
749,0.3495966390952252
750,0.10803186968132973
751,0.358156879164884
752,0.2753874822581534
753,0.3003403506521701
754,0.34819790940224493
755,0.05055998069464219
756,0.25497852265853127
757,0.01681675205172062
758,0.35620992237388366
759,0.20267218113983923
760,0.016329286574640195
761,0.0757458568899361
762,0.32875684807229194
763,0.20195923505563065
764,0.13470885884817302
765,0.06148676477071089
766,0.24693221554762868
767,0.15094685650759895
768,0.2785571929015158
769,0.016329286574640195
770,0.34746754836793775
771,0.21788653042533013
772,0.38000004581116986
773,0.024492720780720963
774,0.024492720780720963
775,0.3913052523312124
776,0.36054558991602575
777,0.43213062543259806
778,0.3412736142524244
779,0.1812391557621053
780,0.05925204167114722
781,0.40309687949553114
782,0.03366921159581086
783,0.22978877658418737
784,0.07597262779572232
785,0.3003010476803278
786,0.11796471944845835
787,0.23340246804109377
788,0.03437177465527664
789,0.20138537090986983
790,0.01651377416001968
791,0.04208375622696538
792,0.42576498132600255
793,0.3300713921503223
794,0.13471366902228185
795,0.16548258327132878
796,0.13176944938349947
797,0.33625548476751405
798,0.10959524510910534
799,0.3633820496838739
800,0.20822546183039092
801,0.042125694575879974
802,0.42594469268357293
803,0.40300963087687675
804,0.42944134383829424
805,0.22910088008987226
806,0.17610296523499355
807,0.42618293984697814
808,0.40576441929058776
809,0.19806014851472306
810,0.362922681207347
811,0.13542804629220845
812,0.38571281827670645
813,0.03265470502469201
814,0.1849763131365971
815,0.3060508182217708
816,0.11591730176583294
817,0.07377408838594386
818,0.30769988071235066
819,0.0589112212979111
820,0.4265933203588889
821,0.29368618161970317
822,0.28531958122863066
823,0.1263525487400874
824,0.154739686733799
825,0.2938895056005612
826,0.3629611890472948
827,0.35100209163918894
828,0.2133155203442433
829,0.25226597357003816
830,0.3501908052802167
831,0.35272530700070454
832,0.05935189994944783
833,0.052149433739887535
834,0.136375173489565
835,0.3475472196851131
836,0.15912794938532143
837,0.250787954992219
838,0.0307359121477524
839,0.151412585712821
840,0.33720200273661316
841,0.4222294814641031
842,0.24954009625583276
843,0.06743013108751114
844,0.016897044852017037
845,0.223210399279391
846,0.3527532368762076
847,0.41418248992346046
848,0.21767677315251951
849,0.3452664377550402
850,0.24964625636077048
851,0.15955789383512486
852,0.25632209947680906
853,0.3467290933682386
854,0.033703951017021797
855,0.3549019301114159
856,0.2748644040061846
857,0.04245620298591419
858,0.13101416709906474
859,0.08438898401964322
860,0.22639324025719182
861,0.34792135259204404
862,0.18178177602089285
863,0.43394643703504904
864,0.07045376205390358
865,0.2092464494083773
866,0.39760037859384917
867,5.321123082951827e-06
868,0.41418248992346046
869,0.34704348743706454
870,0.04492765209850792
871,0.3627354270282338
872,0.3948713059926803
873,0.036736306201861336
874,0.2890694551031463
875,0.25872574843668894
876,0.4330026853914662
877,0.41418248992346046
878,0.025342171417259834
879,0.09143648631782307
880,0.3397803797762703
881,0.38147760549395093
882,0.0834368990716271
883,0.008427403817335163
884,0.02524238350421332
885,0.15458801796343302
886,0.15948352274579056
887,0.4217705237374064
888,0.35484372339688786
889,0.4217705237374064
890,0.03321257770724068
891,0.4217239002878322
892,0.20780146796493756
893,0.425573175564814
894,0.337290943202288
895,0.142881310769378
896,0.01685424094289096
897,0.406575477425307
898,0.30604361087878545
899,0.42618293984697814
900,0.28988848835586206
901,0.03512392441610512
902,0.3952061834113624
903,0.15955158720765605
904,0.09071646755108459
905,0.025297911524563538
906,0.20064698393945155
907,0.21088673607485364
908,0.5324442373580698
909,0.15916158384391318
910,0.1745035621848466
911,0.040814757542844915
912,0.19775094781516514
913,0.1095887370684546
914,0.10955004689225982
915,0.24273086303562932
916,0.13056326871852325
917,0.3103306516080402
918,0.24274525171917755
919,0.286260578649309
920,0.22629540698512643
921,0.2263408023840674
922,0.2577502946210572
923,0.29855201163017675
924,0.14277993483014595
925,0.533709426532052
926,0.07591687745885153
927,0.395756640899584
928,0.18487341151132086
929,0.5319952569850187
930,0.3953792658363843
931,0.32112960564685333
932,0.3127692092536616
933,0.299783131587812
934,0.24958196950938447
935,0.21736816204341214
936,0.5111297336363932
937,0.25819782954731707
938,0.14251935754771825
939,0.0978409299934182
940,0.24837271753014878
941,0.18021871068781442
942,0.0978409299934182
943,0.21709822191135164
944,0.040146451377252985
945,0.09449895047751057
946,0.17968468442376098
947,0.2874540799909238
948,0.20532408117545436
949,0.29156222949514293
950,0.34606703985885634
951,0.32641772486239007
952,0.25009467768329374
953,0.24212395995802996
954,0.2180630609363514
955,0.2180587380557725
956,0.23487227383360107
957,0.24018813825380725
958,0.2497165946154064
959,0.1765196006253111
960,0.0961673763972969
961,0.370134736116538
962,0.2502245434904843
963,0.24099524356328572
964,0.2509576538175973
965,0.21090386809037326
966,0.2361347001659058
967,0.016896744083780234
968,0.24548551413211167
969,0.05168870317642921
970,0.4368889652477265
971,0.24281280613452616
972,0.2262578357580066
973,0.2447186422677832
974,0.2427975407096919
975,0.3069390911631547
976,0.2400918170430039
977,0.10119781492679444
978,0.528297329926893
979,0.3724811645666607
980,0.37940161672939615
981,0.18452200004482314
982,0.2509320579865712
983,0.1459376448464155
984,0.4874075568877844
985,0.08486937559178986
986,0.27884177420584316
987,0.2428366803620342
988,0.02532350872160625
989,0.03265470502469201
990,0.5340052574267609
991,0.2506100164388784
992,0.23487227383360107
993,0.25098594098827715
994,0.5336500860980344
995,0.25037609177717984
996,0.3467970952509752
997,0.11793669126658313
998,0.21215467774962798
999,0.0010433624816807965
1000,0.06601425206323656
1001,0.05897806318416619
1002,0.06527852902896136
1003,0.17650324347613922
1004,0.07595331273342244
1005,0.49645311708298834
1006,0.033640343950891244
1007,0.23487227383360107
1008,0.25836317714799384
1009,0.5103656488182464
1010,0.23379320119569005
1011,0.0978409299934182
1012,0.16785605088052488
1013,0.24261972663771458
1014,0.2588154470282081
1015,0.3495375379564046
1016,0.20098268797511046
1017,0.22573427455683218
1018,0.23487227383360054
1019,0.1260964289514464
1020,0.522370926124335
1021,0.10947115938037859
1022,0.24277320471233008
1023,0.2508820249126768
1024,0.05911032403662202
1025,0.22689509223222365
1026,0.15808974158502748
1027,0.5104184283794223
1028,0.3158042649414206
1029,0.25069846631775733
1030,0.033783058833972104
1031,0.24257751533117308
1032,0.2509796879905548
1033,0.20133767640151276
1034,0.25091408485444905
1035,0.41906383321618806
1036,0.1384121319532667
1037,0.12606559946437898
1038,0.18601870964918382
1039,0.10935129723294211
1040,0.3286559417782071
1041,0.3368793804036352
1042,0.24262101237685363
1043,0.033768664784884
1044,0.10106897012849426
1045,0.32964815398429026
1046,0.05721789885735422
1047,0.29723556492266573
1048,0.24191535048200866
1049,0.15874901148674975
1050,0.24499248171244664
1051,0.13450082355552126
1052,0.15152961680408691
1053,0.15918706409825073
1054,0.25060319155065636
1055,0.033703951017021797
1056,0.20423427886080336
1057,0.01864723390575186
1058,0.24269145351154478
1059,0.09391878155115971
1060,0.15306524977843466
1061,0.2583043059685856
1062,0.3382330960457422
1063,0.1787846263766326
1064,0.3301296112660287
1065,0.2207548250219485
1066,0.3380655726491862
1067,0.29582462057594583
1068,0.10886932107625447
1069,0.18625938822277255
1070,0.033688385784667645
1071,0.0575933189111462
1072,0.2883507571352116
1073,0.236131850772659
1074,0.23434353434988014
1075,0.10861060799693069
1076,0.26642091206003665
1077,0.4495756481349986
1078,0.3160289801634206
1079,0.16159326169844576
1080,0.3060508182217708
1081,0.46585265093917916
1082,0.19210740273286242
1083,0.30501833201987855
1084,0.12907714460237746
1085,0.3057832544000493
1086,0.39654042312894516
1087,0.3166498081313806
1088,0.02532622196697091
1089,0.3160334602275145
1090,0.27376501096169464
1091,0.299384907301422
1092,0.4724358342934698
1093,0.24079020121061687
1094,0.07695797545316296
1095,0.3076133018039571
1096,0.12634786173429674
1097,0.08156929392533448
1098,0.3302035920247225
1099,0.31921616497094174
1100,0.3161183412521999
1101,0.3131605065657734
1102,0.3294684568263546
1103,0.09342775686131327
1104,0.04220498596495543
1105,0.29409173876433725
1106,0.4726575047742621
1107,0.3233785064698618
1108,0.14031942697384822
1109,0.0978409299934182
1110,0.01680580558678582
1111,0.3069523251570945
1112,0.2990826964487063
1113,0.01686650404449679
1114,0.1347624181300666
1115,0.3049785715660102
1116,0.3156955402119084
1117,0.07591846861732333
1118,0.10807446744707397
1119,0.08229727060948955
1120,0.31086657616567315
1121,0.3762379548797095
1122,0.24973110537456306
1123,0.04187394242870962
1124,0.4654770539166411
1125,0.20936149302713092
1126,0.2015054197258755
1127,0.05055357601364888
1128,0.11344307999442364
1129,0.101081437485619
1130,0.25917843327245244
1131,0.3154287894622883
1132,0.28732804703446624
1133,0.21392361066109694
1134,0.4656389298949295
1135,0.08987587439480177
1136,0.05856158001485353
1137,0.4581822615485417
1138,0.08434179179313789
1139,0.27455953293077606
1140,0.315032446716177
1141,0.05853501174316512
1142,0.3060508182217708
1143,0.033772659521950465
1144,0.21504139905384653
1145,0.26817157949192943
1146,0.19288414730505646
1147,0.21804213903129513
1148,0.05246649386368323
1149,0.23376220115798826
1150,0.024492720780720963
1151,0.0003519938692825433
1152,0.29992732005136086
1153,0.16817621018009157
1154,0.1681750391570759
1155,0.47268611467422583
1156,0.31375724177801745
1157,0.06722905621150412
1158,0.11795948615951317
1159,0.16771379469502543
1160,0.045085935125614915
1161,0.3118540874930779
1162,0.31591267530801276
1163,0.4734195606253028
1164,0.08418088432526126
1165,0.31355698352020533
1166,0.28354743352473233
1167,0.4424775472952482
1168,0.308016184269063
1169,0.3152849710162791
1170,0.06287313843035286
1171,0.29448403742856444
1172,0.27120782731019205
1173,0.2816822987798096
1174,0.26722257839358127
1175,0.34236964854199614
1176,0.1682052901940791
1177,0.37207123180904716
1178,0.19482527262258514
1179,0.2972541033650597
1180,0.3156119360589173
1181,0.4268101707534403
1182,0.24837255593971802
1183,0.315811397873111
1184,0.29947218156084926
1185,0.09274919959264862
1186,0.14948539453912954
1187,0.1095516916572616
1188,0.3160206518785127
1189,0.36039059657967637
1190,0.18173274815896534
1191,0.29820081286090916
1192,0.26225482423267255
1193,0.05767768745176542
1194,0.28592926608092456
1195,0.1598535087750492
1196,0.25772789586391903
1197,0.2815425405897018
1198,0.3836424270993198
1199,0.12997220237104182
1200,0.35136001728206334
1201,0.23013081252593265
1202,0.3106771707538131
1203,0.04577576020865616
1204,0.15737171578733405
1205,0.029905087990096772
1206,0.2754676951968884
1207,0.12643268386595266
1208,0.26744221257922884
1209,0.4260781674086204
1210,0.3240049955716795
1211,0.35484372339688786
1212,0.4258096521524499
1213,0.3559595364743693
1214,0.139843007399211
1215,0.06730123508350654
1216,0.32139551656645043
1217,0.32093941477286186
1218,0.29172874286452677
1219,0.368847042649164
1220,0.35446146239334203
1221,0.03361795995237024
1222,0.05054461354350332
1223,0.3311510852330555
1224,0.23870211696368684
1225,0.01686012313391364
1226,0.3436351258580076
1227,0.42529443221098573
1228,0.4345219819251348
1229,0.027384302559273124
1230,0.19014282682279104
1231,0.27539724185330344
1232,0.01685424094289096
1233,0.21652133063427897
1234,0.2262336029409301
1235,0.2376194046496555
1236,0.3478181075769326
1237,0.07205562255531126
1238,0.057127147328022904
1239,0.2998597190747973
1240,0.4348597431540687
1241,0.2971870955099893
1242,0.2584813215076635
1243,0.10063768002606917
1244,0.025330632850860207
1245,0.4159691957848153
1246,0.19765989365220848
1247,0.35779953092435207
